learning_rate,n_estimators,subsample,min_samples_split,max_depth,max_features,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,n_columns,n_features,Precedence
0.01,50.0,0.85,2.0,48.0,0.85,['Effective Disposals'],0.44653042996227005,0.45608,0.348596,0.352527,0.21774,0.238288,0.237581,,,,8.34,42.0,1.0,0.0,221.0
0.01,50.0,0.85,2.0,96.0,0.85,['Effective Disposals'],0.44653042996227005,0.456387,0.348297,0.352324,0.217678,0.238343,0.237618,,,,9.79,42.0,1.0,0.0,222.0
0.01,50.0,0.85,2.0,192.0,0.85,['Effective Disposals'],0.44653042996227005,0.456387,0.348297,0.352324,0.217678,0.238343,0.237618,,,,9.77,42.0,1.0,0.0,223.0
0.01,50.0,0.85,2.0,384.0,0.85,['Effective Disposals'],0.44653042996227005,0.456387,0.348297,0.352324,0.217678,0.238343,0.237618,,,,8.81,42.0,1.0,0.0,224.0
0.01,50.0,0.25,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.383093,0.37024,0.372524,0.231889,0.234296,0.233883,,,,2.3,42.0,1.0,0.0,225.0
0.01,50.0,0.4,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.384832,0.370079,0.372431,0.231562,0.234326,0.233901,,,,2.52,42.0,1.0,0.0,226.0
0.01,50.0,0.55,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.385987,0.370108,0.372558,0.231344,0.234321,0.233877,,,,3.25,42.0,1.0,0.0,227.0
0.01,50.0,0.7,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.386483,0.370157,0.372542,0.231251,0.234311,0.23388,,,,4.78,42.0,1.0,0.0,228.0
0.01,50.0,1.0,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.385725,0.369272,0.372404,0.231394,0.234476,0.233905,,,,5.68,42.0,1.0,0.0,229.0
0.01,50.0,0.85,2.0,12.0,0.25,['Effective Disposals'],0.44653042996227005,0.386732,0.36973,0.372258,0.231204,0.234391,0.233933,,,,4.65,42.0,1.0,0.0,230.0
0.01,50.0,0.85,2.0,12.0,0.4,['Effective Disposals'],0.44653042996227005,0.386732,0.36973,0.372258,0.231204,0.234391,0.233933,,,,5.97,42.0,1.0,0.0,231.0
0.01,50.0,0.85,2.0,12.0,0.55,['Effective Disposals'],0.44653042996227005,0.386732,0.36973,0.372258,0.231204,0.234391,0.233933,,,,4.59,42.0,1.0,0.0,232.0
0.01,50.0,0.85,2.0,12.0,0.7,['Effective Disposals'],0.44653042996227005,0.386732,0.36973,0.372258,0.231204,0.234391,0.233933,,,,5.42,42.0,1.0,0.0,233.0
0.01,50.0,0.85,2.0,12.0,1.0,['Effective Disposals'],0.44653042996227005,0.386732,0.36973,0.372258,0.231204,0.234391,0.233933,,,,5.1,42.0,1.0,0.0,234.0
0.01,50.0,0.85,4.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.386537,0.369714,0.372214,0.231241,0.234394,0.233941,,,,4.59,42.0,1.0,0.0,235.0
0.01,50.0,0.85,8.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.385825,0.369769,0.372319,0.231375,0.234383,0.233921,,,,6.1,42.0,1.0,0.0,236.0
0.01,50.0,0.85,16.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.384484,0.369793,0.372355,0.231627,0.234379,0.233915,,,,4.57,42.0,1.0,0.0,237.0
0.01,50.0,0.85,32.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.382868,0.369833,0.372289,0.231931,0.234372,0.233927,,,,4.83,42.0,1.0,0.0,238.0
0.01,50.0,0.85,64.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.38124,0.370109,0.372534,0.232237,0.23432,0.233881,,,,5.61,42.0,1.0,0.0,239.0
1e-08,50.0,0.85,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,1e-06,1e-06,1e-06,0.295236,0.295241,0.295257,,,,4.57,42.0,1.0,0.0,240.0
1e-06,50.0,0.85,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,6.1e-05,5.8e-05,5.9e-05,0.295227,0.295233,0.295248,,,,5.93,42.0,1.0,0.0,241.0
0.0001,50.0,0.85,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.006028,0.005819,0.005865,0.294345,0.294381,0.29439,,,,4.6,42.0,1.0,0.0,242.0
0.1,50.0,0.85,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.635143,0.574412,0.577184,0.178333,0.192607,0.191989,,,,5.35,42.0,1.0,0.0,243.0
1.0,50.0,0.85,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,0.666251,0.441341,0.450195,0.170561,0.220674,0.21893,,,,6.87,42.0,1.0,0.0,244.0
10.0,50.0,0.85,2.0,12.0,0.85,['Effective Disposals'],0.44653042996227005,-1.5853908428414936e+95,-1.5788435300738636e+95,-1.5908844331273723e+95,1.1755410669365623e+47,1.1731314156776949e+47,1.1776591399782945e+47,,,,4.68,42.0,1.0,0.0,245.0
