n_estimators,max_depth,subsample,colsample_bytree,gamma,eta,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,n_jobs,n_columns,n_features,Precedence
100.0,24.0,0.7,0.7,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.985358,0.883682,0.883767,0.035725,0.100693,0.100662,,,,20.06,19260817.0,-1.0,20.0,19.0,963.0
100.0,24.0,0.7,0.55,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917229,0.999759,0.857148,0.859807,0.004587,0.111589,0.110551,,,,62.22,19260817.0,-1.0,18.0,17.0,964.0
100.0,24.0,0.7,0.7,0.0001,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917229,0.812179,0.717353,0.718159,0.127951,0.156964,0.156748,,,,97.75,19260817.0,-1.0,18.0,17.0,965.0
100.0,24.0,0.7,0.7,0.0001,1.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917229,0.999805,0.619918,0.618257,0.004127,0.182019,0.182426,,,,15.8,19260817.0,-1.0,18.0,17.0,966.0
100.0,24.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",0.9645858003064073,0.99977,0.867905,0.869851,0.004476,0.107305,0.106518,,,,69.21,19260817.0,-1.0,17.0,16.0,967.0
100.0,24.0,0.7,0.55,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.999767,0.870779,0.870257,0.00451,0.106132,0.106351,,,,71.45,19260817.0,-1.0,20.0,19.0,968.0
100.0,24.0,0.7,0.7,0.0001,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.813985,0.72112,0.721365,0.127334,0.155914,0.155854,,,,115.58,19260817.0,-1.0,20.0,19.0,969.0
100.0,24.0,0.7,0.7,0.0001,1.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.99982,0.612895,0.612267,0.003957,0.183692,0.183851,,,,17.62,19260817.0,-1.0,20.0,19.0,970.0
100.0,24.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,0.99978,0.872648,0.875293,0.004381,0.105361,0.104267,,,,82.63,19260817.0,-1.0,21.0,20.0,971.0
50.0,6.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.900686,0.885941,0.888314,0.093041,0.099711,0.098673,,,,0.79,19260817.0,-1.0,19.0,18.0,972.0
200.0,6.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.924088,0.894749,0.896936,0.081344,0.095783,0.094788,,,,4.84,19260817.0,-1.0,19.0,18.0,973.0
100.0,3.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.884234,0.878863,0.881592,0.100453,0.102758,0.101599,,,,0.55,19260817.0,-1.0,19.0,18.0,974.0
100.0,6.0,0.55,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.912483,0.893762,0.894361,0.08734,0.096231,0.095965,,,,1.29,19260817.0,-1.0,19.0,18.0,975.0
100.0,6.0,0.85,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.914424,0.893344,0.895081,0.086367,0.096421,0.095637,,,,1.22,19260817.0,-1.0,19.0,18.0,976.0
100.0,6.0,0.7,0.55,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.912428,0.893172,0.894688,0.087368,0.096498,0.095816,,,,1.17,19260817.0,-1.0,19.0,18.0,977.0
100.0,6.0,0.7,0.85,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.913718,0.892756,0.894309,0.086722,0.096686,0.095988,,,,1.32,19260817.0,-1.0,19.0,18.0,978.0
100.0,6.0,0.7,0.7,1e-06,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.913124,0.892995,0.895281,0.08702,0.096578,0.095546,,,,1.25,19260817.0,-1.0,19.0,18.0,979.0
100.0,6.0,0.7,0.7,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.913363,0.892809,0.894999,0.0869,0.096662,0.095674,,,,4.02,19260817.0,-1.0,19.0,18.0,980.0
100.0,6.0,0.7,0.7,0.0001,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.692018,0.684215,0.686564,0.163845,0.16591,0.165301,,,,1.36,19260817.0,-1.0,19.0,18.0,981.0
100.0,6.0,0.7,0.7,0.0001,1.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.911227,0.771135,0.766063,0.087965,0.141243,0.142807,,,,1.19,19260817.0,-1.0,19.0,18.0,982.0
100.0,6.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917229,0.913265,0.892597,0.894437,0.08695,0.096758,0.09593,,,,1.17,19260817.0,-1.0,18.0,17.0,983.0
100.0,6.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.914453,0.893754,0.89551,0.086352,0.096235,0.095442,,,,1.29,19260817.0,-1.0,20.0,19.0,984.0
400.0,6.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.939345,0.894932,0.897097,0.072712,0.0957,0.094714,,,,7.04,19260817.0,-1.0,19.0,18.0,985.0
200.0,3.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.894839,0.888265,0.890301,0.095741,0.09869,0.097791,,,,4.1,19260817.0,-1.0,19.0,18.0,986.0
200.0,6.0,0.55,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.92317,0.895686,0.895966,0.081834,0.095356,0.095233,,,,2.26,19260817.0,-1.0,19.0,18.0,987.0
200.0,6.0,0.85,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.924804,0.895188,0.896791,0.08096,0.095584,0.094855,,,,5.16,19260817.0,-1.0,19.0,18.0,988.0
200.0,6.0,0.7,0.55,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.923893,0.895568,0.897204,0.081449,0.09541,0.094665,,,,1.98,19260817.0,-1.0,19.0,18.0,989.0
200.0,6.0,0.7,0.85,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.924766,0.894555,0.896111,0.08098,0.095872,0.095167,,,,2.37,19260817.0,-1.0,19.0,18.0,990.0
200.0,6.0,0.7,0.7,1e-06,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.924068,0.894851,0.896762,0.081355,0.095737,0.094868,,,,2.16,19260817.0,-1.0,19.0,18.0,991.0
200.0,6.0,0.7,0.7,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.924063,0.894483,0.896615,0.081357,0.095904,0.094936,,,,3.26,19260817.0,-1.0,19.0,18.0,992.0
200.0,6.0,0.7,0.7,0.0001,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.835495,0.824456,0.827097,0.119745,0.1237,0.122773,,,,3.94,19260817.0,-1.0,19.0,18.0,993.0
200.0,6.0,0.7,0.7,0.0001,1.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.941087,0.720667,0.718217,0.07166,0.156041,0.156732,,,,2.19,19260817.0,-1.0,19.0,18.0,994.0
200.0,6.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917229,0.924155,0.894574,0.896151,0.081308,0.095863,0.095148,,,,2.08,19260817.0,-1.0,18.0,17.0,995.0
200.0,6.0,0.7,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.924867,0.895058,0.896905,0.080925,0.095643,0.094803,,,,2.34,19260817.0,-1.0,20.0,19.0,996.0
400.0,6.0,0.55,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.937987,0.895588,0.895236,0.073521,0.095401,0.095566,,,,6.58,19260817.0,-1.0,19.0,18.0,997.0
200.0,3.0,0.55,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.89512,0.888633,0.890489,0.095613,0.098527,0.097708,,,,0.98,19260817.0,-1.0,19.0,18.0,998.0
200.0,12.0,0.55,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.99523,0.886262,0.887693,0.020391,0.09957,0.098947,,,,29.1,19260817.0,-1.0,19.0,18.0,999.0
200.0,6.0,0.4,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.921668,0.894151,0.895184,0.08263,0.096055,0.09559,,,,5.24,19260817.0,-1.0,19.0,18.0,1000.0
200.0,6.0,0.55,0.55,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.92233,0.894923,0.896085,0.08228,0.095704,0.095178,,,,1.98,19260817.0,-1.0,19.0,18.0,1001.0
200.0,6.0,0.55,0.85,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.924017,0.89484,0.895934,0.081382,0.095742,0.095248,,,,2.39,19260817.0,-1.0,19.0,18.0,1002.0
200.0,6.0,0.55,0.7,1e-06,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.923248,0.89545,0.895971,0.081793,0.095464,0.095231,,,,2.16,19260817.0,-1.0,19.0,18.0,1003.0
200.0,6.0,0.55,0.7,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.922671,0.895153,0.896236,0.0821,0.095599,0.095109,,,,8.27,19260817.0,-1.0,19.0,18.0,1004.0
200.0,6.0,0.55,0.7,0.0001,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.835299,0.82497,0.827673,0.119817,0.123519,0.122568,,,,2.55,19260817.0,-1.0,19.0,18.0,1005.0
200.0,6.0,0.55,0.7,0.0001,1.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.908919,0.654184,0.638936,0.089101,0.17362,0.177416,,,,2.14,19260817.0,-1.0,19.0,18.0,1006.0
200.0,6.0,0.55,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917229,0.923,0.894071,0.896988,0.081924,0.096091,0.094764,,,,2.05,19260817.0,-1.0,18.0,17.0,1007.0
200.0,6.0,0.55,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.923354,0.895149,0.896245,0.081736,0.095601,0.095105,,,,5.25,19260817.0,-1.0,20.0,19.0,1008.0
50.0,6.0,0.55,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.9002,0.886654,0.887837,0.093269,0.099399,0.098884,,,,0.75,19260817.0,-1.0,19.0,18.0,1009.0
100.0,3.0,0.55,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.884555,0.879359,0.881661,0.100313,0.102547,0.10157,,,,0.61,19260817.0,-1.0,19.0,18.0,1010.0
100.0,6.0,0.4,0.7,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.911112,0.892989,0.89417,0.088022,0.096581,0.096052,,,,1.26,19260817.0,-1.0,19.0,18.0,1011.0
100.0,6.0,0.55,0.55,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.911245,0.892888,0.893774,0.087956,0.096626,0.096231,,,,1.16,19260817.0,-1.0,19.0,18.0,1012.0
100.0,6.0,0.55,0.85,0.0001,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.912998,0.892944,0.894456,0.087083,0.096601,0.095922,,,,1.34,19260817.0,-1.0,19.0,18.0,1013.0
100.0,6.0,0.55,0.7,1e-06,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.912483,0.893762,0.894362,0.08734,0.096231,0.095964,,,,1.24,19260817.0,-1.0,19.0,18.0,1014.0
100.0,6.0,0.55,0.7,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.912011,0.893417,0.894606,0.087576,0.096387,0.095854,,,,4.31,19260817.0,-1.0,19.0,18.0,1015.0
100.0,6.0,0.55,0.7,0.0001,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.691929,0.684569,0.686865,0.163868,0.165817,0.165221,,,,1.39,19260817.0,-1.0,19.0,18.0,1016.0
