max_depth,max_bins,interaction_cst,learning_rate,l2_regularization,max_iter,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,n_columns,n_features,Precedence
3.0,255.0,no_interactions,0.1,10.0,25.0,['Effective Disposals'],0.44653042996227005,0.583232,0.581496,0.583359,0.190597,0.190997,0.190582,,,,0.13,42.0,1.0,0.0,49.0
24.0,255.0,no_interactions,1e-08,10.0,400.0,['Effective Disposals'],0.44653042996227005,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.11,42.0,1.0,0.0,50.0
3.0,255.0,pairwise,0.1,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,0.769839,0.765826,0.77033,0.14164,0.142872,0.141499,,,,0.76,42.0,33.0,32.0,51.0
24.0,255.0,no_interactions,1e-08,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.6,42.0,33.0,32.0,52.0
192.0,255.0,pairwise,0.1,10.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.79418,0.787726,0.791256,0.133941,0.136027,0.134899,,,,0.71,42.0,29.0,28.0,53.0
24.0,255.0,no_interactions,0.1,10.0,400.0,['Effective Disposals'],0.44653042996227005,0.587382,0.584677,0.586185,0.189646,0.19027,0.189934,,,,0.36,42.0,1.0,0.0,54.0
3.0,255.0,pairwise,1e-08,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.38,42.0,21.0,20.0,55.0
24.0,4.0,no_interactions,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.806315,0.805472,0.811674,0.129932,0.130217,0.128131,,,,2.29,42.0,29.0,28.0,56.0
24.0,255.0,pairwise,0.1,10.0,25.0,['Effective Disposals'],0.44653042996227005,0.583967,0.58171,0.583575,0.190429,0.190948,0.190532,,,,0.21,42.0,1.0,0.0,57.0
24.0,4.0,pairwise,0.1,10.0,25.0,['Effective Disposals'],0.44653042996227005,0.530295,0.52789,0.533323,0.20234,0.202861,0.201701,,,,0.08,42.0,1.0,0.0,58.0
3.0,4.0,no_interactions,0.1,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974357,0.666227,0.66341,0.669225,0.170567,0.171288,0.169811,,,,0.25,42.0,16.0,15.0,59.0
3.0,255.0,pairwise,1e-08,10.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.68,42.0,37.0,36.0,60.0
192.0,4.0,no_interactions,1e-08,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.43,42.0,37.0,36.0,61.0
24.0,4.0,no_interactions,1e-08,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.14,42.0,11.0,10.0,62.0
24.0,4.0,no_interactions,0.1,10.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.666131,0.663316,0.669129,0.170592,0.171312,0.169836,,,,0.47,42.0,25.0,24.0,63.0
192.0,255.0,no_interactions,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,0.884314,0.876758,0.878225,0.100418,0.103647,0.103034,,,,5.41,42.0,33.0,32.0,64.0
192.0,255.0,no_interactions,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.871962,0.86657,0.868018,0.105642,0.107846,0.107265,,,,2.69,42.0,11.0,10.0,65.0
192.0,4.0,no_interactions,0.1,10.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974357,0.666131,0.663316,0.669129,0.170592,0.171312,0.169836,,,,0.32,42.0,16.0,15.0,66.0
192.0,255.0,no_interactions,1e-08,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.53,42.0,21.0,20.0,67.0
24.0,4.0,pairwise,1e-08,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.36,42.0,21.0,20.0,68.0
3.0,4.0,no_interactions,0.1,10.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,0.666131,0.663316,0.669129,0.170592,0.171312,0.169836,,,,0.42,42.0,21.0,20.0,69.0
24.0,255.0,pairwise,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.910851,0.892405,0.893285,0.088151,0.096844,0.096452,,,,3.96,42.0,25.0,24.0,70.0
3.0,4.0,no_interactions,1e-08,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.35,42.0,29.0,28.0,71.0
192.0,4.0,no_interactions,0.1,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.666227,0.66341,0.669225,0.170567,0.171288,0.169811,,,,0.38,42.0,25.0,24.0,72.0
24.0,4.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974357,0.817936,0.814759,0.822893,0.125974,0.127071,0.124256,,,,2.47,42.0,16.0,15.0,73.0
192.0,255.0,pairwise,1e-08,0.0001,25.0,['Effective Disposals'],0.44653042996227005,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.13,42.0,1.0,0.0,74.0
192.0,255.0,no_interactions,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.883603,0.875875,0.877449,0.100726,0.104017,0.103362,,,,5.1,42.0,25.0,24.0,75.0
24.0,4.0,no_interactions,1e-08,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.27,42.0,21.0,20.0,76.0
24.0,4.0,pairwise,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,0.830411,0.827363,0.831399,0.121582,0.122671,0.121236,,,,3.92,42.0,33.0,32.0,77.0
24.0,255.0,pairwise,0.1,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,0.795672,0.789095,0.792765,0.133455,0.135588,0.13441,,,,0.74,42.0,21.0,20.0,78.0
24.0,255.0,no_interactions,0.1,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,0.702461,0.699101,0.702139,0.161043,0.161953,0.161141,,,,0.8,42.0,21.0,20.0,79.0
192.0,4.0,no_interactions,1e-08,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.5,42.0,33.0,32.0,80.0
3.0,4.0,no_interactions,1e-08,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.58,42.0,37.0,36.0,81.0
24.0,4.0,pairwise,1e-08,0.0001,400.0,['Effective Disposals'],0.44653042996227005,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.04,42.0,1.0,0.0,82.0
24.0,255.0,no_interactions,0.1,0.0001,400.0,['Effective Disposals'],0.44653042996227005,0.587375,0.584693,0.586191,0.189648,0.190266,0.189933,,,,0.34,42.0,1.0,0.0,83.0
192.0,255.0,no_interactions,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.871823,0.866612,0.868045,0.1057,0.107829,0.107254,,,,2.51,42.0,11.0,10.0,84.0
3.0,255.0,no_interactions,0.1,10.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.699913,0.696744,0.699737,0.161731,0.162585,0.16179,,,,0.26,42.0,11.0,10.0,85.0
3.0,4.0,no_interactions,1e-08,10.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.14,42.0,11.0,10.0,86.0
24.0,4.0,pairwise,1e-08,10.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.17,42.0,11.0,10.0,87.0
3.0,4.0,no_interactions,1e-08,10.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.26,42.0,21.0,20.0,88.0
24.0,255.0,no_interactions,0.1,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.702461,0.699101,0.702139,0.161043,0.161953,0.161141,,,,0.35,42.0,11.0,10.0,89.0
192.0,255.0,pairwise,0.1,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.769939,0.762609,0.766092,0.141609,0.14385,0.142798,,,,0.27,42.0,6.0,5.0,90.0
24.0,255.0,pairwise,0.1,10.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.79418,0.787737,0.791243,0.133941,0.136024,0.134903,,,,0.89,42.0,37.0,36.0,91.0
24.0,4.0,no_interactions,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.705033,0.701163,0.708058,0.160345,0.161396,0.159532,,,,1.33,42.0,6.0,5.0,92.0
24.0,4.0,pairwise,1e-08,0.0001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.53,42.0,29.0,28.0,93.0
192.0,255.0,pairwise,1e-08,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,0.79,42.0,29.0,28.0,94.0
192.0,4.0,pairwise,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,0.830411,0.827363,0.831399,0.121582,0.122671,0.121236,,,,4.09,42.0,33.0,32.0,95.0
