C,degree,tol,max_iter,gamma,nu,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,verbose,kernel,n_columns,n_features,Precedence
0.0001,9.0,10.0,1600.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles']",0.8888584293867895,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,101.71,False,poly,8.0,7.0,1940.0
1.0,9.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,92.43,False,poly,6.0,5.0,1941.0
10.0,8.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,94.54,False,poly,6.0,5.0,1942.0
10.0,9.0,1.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-2031.743647,-2487.994262,-2032.726817,13.311008,14.729536,13.315166,,,,92.93,False,poly,6.0,5.0,1943.0
10.0,9.0,10.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,92.62,False,poly,6.0,5.0,1944.0
10.0,9.0,10.0,50.0,auto,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,72.68,False,poly,6.0,5.0,1945.0
10.0,9.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,89.72,False,poly,5.0,4.0,1946.0
10.0,9.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,99.08,False,poly,7.0,6.0,1947.0
0.1,9.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,93.07,False,poly,6.0,5.0,1948.0
1.0,8.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,92.51,False,poly,6.0,5.0,1949.0
1.0,9.0,1.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-258.022083,-265.982711,-257.00643,4.75158,4.824127,4.74259,,,,92.61,False,poly,6.0,5.0,1950.0
1.0,9.0,10.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,94.5,False,poly,6.0,5.0,1951.0
1.0,9.0,10.0,50.0,scale,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,92.02,False,poly,6.0,5.0,1952.0
1.0,9.0,10.0,50.0,auto,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,71.41,False,poly,6.0,5.0,1953.0
1.0,9.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,89.78,False,poly,5.0,4.0,1954.0
1.0,9.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,97.01,False,poly,7.0,6.0,1955.0
10.0,7.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,89.33,False,poly,6.0,5.0,1956.0
10.0,8.0,1.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-115.962062,-120.399159,-116.187417,3.19295,3.253007,3.19625,,,,91.7,False,poly,6.0,5.0,1957.0
10.0,8.0,10.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,91.67,False,poly,6.0,5.0,1958.0
10.0,8.0,10.0,50.0,scale,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,92.61,False,poly,6.0,5.0,1959.0
10.0,8.0,10.0,50.0,auto,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,71.57,False,poly,6.0,5.0,1960.0
10.0,8.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,86.35,False,poly,5.0,4.0,1961.0
10.0,8.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,95.99,False,poly,7.0,6.0,1962.0
10.0,9.0,1.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-182.971794,-226.954684,-184.597214,4.004472,4.457603,4.022407,,,,94.26,False,poly,6.0,5.0,1963.0
10.0,9.0,10.0,200.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,91.83,False,poly,6.0,5.0,1964.0
10.0,9.0,10.0,100.0,scale,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,91.43,False,poly,6.0,5.0,1965.0
10.0,9.0,10.0,100.0,auto,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,72.07,False,poly,6.0,5.0,1966.0
10.0,9.0,10.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,87.61,False,poly,5.0,4.0,1967.0
10.0,9.0,10.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,97.42,False,poly,7.0,6.0,1968.0
10.0,9.0,1.0,50.0,scale,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-1200.535033,-1240.305626,-1186.7949,10.233822,10.401991,10.175858,,,,91.89,False,poly,6.0,5.0,1969.0
10.0,9.0,10.0,50.0,scale,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,71.48,False,poly,6.0,5.0,1970.0
10.0,9.0,10.0,50.0,scale,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,90.08,False,poly,5.0,4.0,1971.0
10.0,9.0,10.0,50.0,scale,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,97.17,False,poly,7.0,6.0,1972.0
10.0,9.0,1.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,-802.478346,-867.5807,-802.155048,8.368675,8.701261,8.367582,,,,88.29,False,poly,5.0,4.0,1973.0
10.0,9.0,10.0,50.0,auto,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,68.6,False,poly,5.0,4.0,1974.0
10.0,9.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals']",0.7573402957514369,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,84.01,False,poly,4.0,3.0,1975.0
10.0,9.0,1.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,-2955.844259,-3041.083593,-2969.350058,16.054022,16.28406,16.091781,,,,97.57,False,poly,7.0,6.0,1976.0
10.0,9.0,10.0,50.0,auto,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,74.84,False,poly,7.0,6.0,1977.0
10.0,9.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles']",0.8888584293867895,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,101.15,False,poly,8.0,7.0,1978.0
0.001,1.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,158.43,False,poly,37.0,36.0,1979.0
0.0001,2.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,161.14,False,poly,37.0,36.0,1980.0
0.0001,1.0,1.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.113951,-0.113945,-0.113934,0.311604,0.311608,0.311623,,,,158.2,False,poly,37.0,36.0,1981.0
0.0001,1.0,10.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,159.98,False,poly,37.0,36.0,1982.0
0.0001,1.0,10.0,50.0,auto,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,124.12,False,poly,37.0,36.0,1983.0
0.0001,1.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,148.39,False,poly,36.0,35.0,1984.0
0.01,1.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,158.61,False,poly,37.0,36.0,1985.0
0.001,2.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,160.35,False,poly,37.0,36.0,1986.0
0.001,1.0,1.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.105155,-0.105127,-0.105127,0.310371,0.310373,0.310389,,,,158.83,False,poly,37.0,36.0,1987.0
0.001,1.0,10.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,159.63,False,poly,37.0,36.0,1988.0
0.001,1.0,10.0,50.0,scale,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,154.9,False,poly,37.0,36.0,1989.0
0.001,1.0,10.0,50.0,auto,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,125.01,False,poly,37.0,36.0,1990.0
0.001,1.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,146.46,False,poly,36.0,35.0,1991.0
0.0001,2.0,1.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.113936,-0.113926,-0.113925,0.311602,0.311606,0.311622,,,,161.41,False,poly,37.0,36.0,1992.0
0.0001,2.0,10.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,161.93,False,poly,37.0,36.0,1993.0
0.0001,2.0,10.0,50.0,scale,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,156.64,False,poly,37.0,36.0,1994.0
0.0001,2.0,10.0,50.0,auto,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,125.98,False,poly,37.0,36.0,1995.0
0.0001,2.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,149.29,False,poly,36.0,35.0,1996.0
0.0001,1.0,0.1,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.110797,-0.110792,-0.110792,0.311162,0.311167,0.311184,,,,160.6,False,poly,37.0,36.0,1997.0
